race_date,track_slug,race_number,distance_metres,race_class,class_family,runner_number,horse_name,horse_key,finish_position,beaten_lengths,weight_carried_kg,official_handicap_rating,official_time_seconds,source_finish_time_seconds,accepted_rating,accepted_model,shadow_achieved_rating,shadow_model,rank,shadow_next_start_carry_fraction,shadow_next_start_state_estimate,next_start_estimate_status,sectional_count,section_sum_seconds,section_sum_residual_seconds,last_200_seconds,last_400_seconds,last_600_seconds,last_800_seconds,clock_evidence_available,energy_evidence_available,wfa_profile_available,collected_at
2026-09-12,flemington,8,1600,"Standard Weight for Age. Group 1. Three-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_1,12,Sheza Alibi,shezaalibi,1,2.75,56.5,116.0,95.34,95.34,114.236301904,form-first-v2.0,117.44111532511117,achieved-run-v2.10-young-wfa-shadow,1,0.0,114.236301904,research run-based carry-forward proxy; no integrated horse-state forecast,8,95.34,0.0,11.36,21.96,32.81,44.74,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,7,1200,"Quality. Group 2. Four-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 20.",group_2,14,De Bergerac,debergerac,9,2.46,53.0,95.0,68.98,69.34,94.319679284,form-first-v2.0,95.4352394518991,achieved-run-v2.10-young-wfa-shadow,50,0.0,94.319679284,research run-based carry-forward proxy; no integrated horse-state forecast,6,69.34,0.0,11.38,21.95,32.43,43.25,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,6,1400,"Handicap. Listed. Four-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",listed,8,Sass Appeal,sassappeal,4,1.21,54.0,96.0,81.46,81.64,93.17787428266666,form-first-v2.0,90.69219657992623,achieved-run-v2.10-young-wfa-shadow,51,0.0,93.17787428266666,research run-based carry-forward proxy; no integrated horse-state forecast,7,81.64,0.0,12.16,23.54,34.68,45.81,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,6,1400,"Handicap. Listed. Four-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",listed,10,Just Party,justparty,5,1.56,54.0,89.0,81.46,81.7,92.361207616,form-first-v2.0,89.87552991325957,achieved-run-v2.10-young-wfa-shadow,52,0.0,92.361207616,research run-based carry-forward proxy; no integrated horse-state forecast,7,81.7,0.0,11.73,22.8,33.84,44.98,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,7,1200,"Quality. Group 2. Four-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 20.",group_2,9,Recon,recon,12,3.67,53.5,99.0,68.98,69.54,92.19532392733335,form-first-v2.0,93.31088409523244,achieved-run-v2.10-young-wfa-shadow,53,0.0,92.19532392733335,research run-based carry-forward proxy; no integrated horse-state forecast,6,69.54,0.0,11.68,22.43,32.8,43.63,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,5,2500,"Quality. Group 3. Three-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_3,4,Jennivamoose,jennivamoose,3,3.25,56.5,95.0,155.18,155.69,92.112669764,form-first-v2.0,91.16259435121638,achieved-run-v2.10-young-wfa-shadow,54,0.0,92.112669764,research run-based carry-forward proxy; no integrated horse-state forecast,13,155.69,0.0,12.52,24.34,35.81,47.14,False,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,9,1400,"Set Weights plus Penalties. Group 2. Four-Years-Old and Upwards, Mares. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_2,9,Butternut Princess,butternutprincess,8,2.69,55.0,77.0,82.78,83.21,91.97737738000001,form-first-v2.0,93.32017939428214,achieved-run-v2.10-young-wfa-shadow,55,0.0,91.97737738000001,research run-based carry-forward proxy; no integrated horse-state forecast,7,83.21,0.0,11.75,22.59,33.76,45.36,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,5,2500,"Quality. Group 3. Three-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_3,6,Shockletz,shockletz,1,2.25,54.5,91.0,155.18,155.18,91.765924524,form-first-v2.0,92.22209911121638,achieved-run-v2.10-young-wfa-shadow,56,0.0,91.765924524,research run-based carry-forward proxy; no integrated horse-state forecast,13,155.18,0.0,12.39,23.92,35.21,46.63,False,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,rosehill,10,1200,"Handicap. Three-Years-Old and Upwards, No sex restriction. BenchMark 88. Apprentices can claim. Track name: Main. Track type: Turf. Field limit: 16. BOBS Silver Bonus Available Up To $38500.",benchmark,3,Navy Pilot,navypilot,3,2.74,61.0,90.0,69.55,70.02,91.286028218,form-first-v2.0,87.97260093847378,achieved-run-v2.10-young-wfa-shadow,57,0.0,91.286028218,research run-based carry-forward proxy; no integrated horse-state forecast,6,70.02,0.0,11.39,21.95,33.0,44.46,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,7,1200,"Quality. Group 2. Four-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 20.",group_2,6,Abounding,abounding,14,5.67,55.5,107.0,68.98,69.86,91.271235834,form-first-v2.0,92.38679600189909,achieved-run-v2.10-young-wfa-shadow,58,0.0,91.271235834,research run-based carry-forward proxy; no integrated horse-state forecast,6,69.86,0.0,11.96,22.83,33.36,44.18,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,7,1200,"Quality. Group 2. Four-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 20.",group_2,15,Royal Insignia,royalinsignia,11,3.61,53.0,91.0,68.98,69.53,91.25301261733334,form-first-v2.0,92.36857278523243,achieved-run-v2.10-young-wfa-shadow,59,0.0,91.25301261733334,research run-based carry-forward proxy; no integrated horse-state forecast,6,69.53,0.0,11.68,22.22,32.6,43.47,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,rosehill,9,1300,"Quality. Group 2. Three-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 14.",group_2,13,Lord Of Biscay,lordofbiscay,7,3.69,53.0,95.0,75.52,76.14,91.18298118800001,form-first-v2.0,88.59464882811683,achieved-run-v2.10-young-wfa-shadow,60,0.0,91.18298118800001,research run-based carry-forward proxy; no integrated horse-state forecast,7,76.14,0.0,11.39,22.19,33.23,44.38,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,rosehill,7,1200,"Set Weights plus Penalties. Group 2. Three-Years-Old and Upwards, Fillies and Mares. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_2,6,Catch The Glory,catchtheglory,8,5.27,55.5,101.0,68.85,69.75,91.13583964200002,form-first-v2.0,91.7293937783983,achieved-run-v2.10-young-wfa-shadow,61,0.0,91.13583964200002,research run-based carry-forward proxy; no integrated horse-state forecast,6,69.75,0.0,12.07,22.95,33.96,45.23,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,rosehill,9,1300,"Quality. Group 2. Three-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 14.",group_2,10,Ahha Ahha,ahhaahha,8,3.74,53.0,100.0,75.52,76.15,91.05798118800001,form-first-v2.0,88.46964882811682,achieved-run-v2.10-young-wfa-shadow,62,0.0,91.05798118800001,research run-based carry-forward proxy; no integrated horse-state forecast,7,76.15,0.0,11.58,22.62,33.72,44.87,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,9,1400,"Set Weights plus Penalties. Group 2. Four-Years-Old and Upwards, Mares. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_2,6,Sea What I See,seawhatisee,9,3.09,55.0,96.0,82.78,83.28,91.04404404666668,form-first-v2.0,92.38684606094881,achieved-run-v2.10-young-wfa-shadow,63,0.0,91.04404404666668,research run-based carry-forward proxy; no integrated horse-state forecast,7,83.28,0.0,12.04,23.16,34.35,45.91,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,rosehill,8,1200,"Set Weights plus Penalties. Group 2. Three-Years-Old, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_2,5,Warwoven,warwoven,1,0.37,57.0,86.0,69.4,69.4,90.20636476266667,form-first-v2.0,100.74820650090147,achieved-run-v2.10-young-wfa-shadow,64,0.15,91.78764102340189,research run-based carry-forward proxy; no integrated horse-state forecast,6,69.4,0.0,11.18,21.86,33.56,45.32,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,rosehill,4,1800,"Handicap. Three-Years-Old and Upwards, No sex restriction. BenchMark 88. Apprentices can claim. Track name: Main. Track type: Turf. Field limit: 14. BOBS&BOBS Extra Bonus available: $22,500.",benchmark,2,Star Vega,starvega,4,3.31,60.0,88.0,108.15,108.72,90.17368547866667,form-first-v2.0,91.58439564932036,achieved-run-v2.10-young-wfa-shadow,65,0.0,90.17368547866667,research run-based carry-forward proxy; no integrated horse-state forecast,9,108.72,0.0,11.9,23.12,34.28,46.38,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,rosehill,6,1400,"Quality. Group 3. Three-Years-Old, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 14.",group_3,2,Stormy Marco,stormymarco,2,0.6,58.5,84.0,82.89,82.99,89.94275774333333,form-first-v2.0,108.94097115564425,achieved-run-v2.10-young-wfa-shadow,66,0.0,89.94275774333333,research run-based carry-forward proxy; no integrated horse-state forecast,7,82.99,0.0,11.6,22.71,34.31,46.46,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,10,1700,"Handicap. No age restriction, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",other,12,St Lawrence,stlawrence,1,2.0,54.0,90.0,102.24,102.24,89.50594975866666,form-first-v2.0,88.32876259580915,achieved-run-v2.10-young-wfa-shadow,67,0.0,89.50594975866666,research run-based carry-forward proxy; no integrated horse-state forecast,9,102.24,0.0,11.97,22.88,33.83,45.38,False,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,rosehill,8,1200,"Set Weights plus Penalties. Group 2. Three-Years-Old, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_2,7,St Gotthard,stgotthard,2,0.37,57.0,80.0,69.4,69.46000000000001,89.219698096,form-first-v2.0,99.02153983423482,achieved-run-v2.10-young-wfa-shadow,68,0.0,89.219698096,research run-based carry-forward proxy; no integrated horse-state forecast,6,69.46,-0.0,11.05,21.73,33.41,45.12,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,7,1200,"Quality. Group 2. Four-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 20.",group_2,11,Wonder Boy,wonderboy,13,4.42,53.0,98.0,68.98,69.67,89.09301261733334,form-first-v2.0,90.20857278523243,achieved-run-v2.10-young-wfa-shadow,69,0.0,89.09301261733334,research run-based carry-forward proxy; no integrated horse-state forecast,6,69.67,0.0,11.49,22.06,32.47,43.35,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,10,1700,"Handicap. No age restriction, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",other,3,Land Legend,landlegend,10,6.71,59.5,101.0,102.24,103.31,88.77054083533332,form-first-v2.0,84.71835367247581,achieved-run-v2.10-young-wfa-shadow,70,0.0,88.77054083533332,research run-based carry-forward proxy; no integrated horse-state forecast,9,103.31,0.0,11.71,22.73,33.75,45.24,False,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,rosehill,9,1300,"Quality. Group 2. Three-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 14.",group_2,9,Encap,encap,12,5.27,53.5,98.0,75.52,76.41,88.33529249800002,form-first-v2.0,85.74696013811683,achieved-run-v2.10-young-wfa-shadow,71,0.0,88.33529249800002,research run-based carry-forward proxy; no integrated horse-state forecast,7,76.41,0.0,11.36,22.23,33.14,44.22,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,5,2500,"Quality. Group 3. Three-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_3,9,Think Giant,thinkgiant,2,2.25,54.0,82.0,155.18,155.54,87.851113214,form-first-v2.0,86.90103780121638,achieved-run-v2.10-young-wfa-shadow,72,0.0,87.851113214,research run-based carry-forward proxy; no integrated horse-state forecast,13,155.54,0.0,12.45,24.05,35.33,46.43,False,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,rosehill,9,1300,"Quality. Group 2. Three-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 14.",group_2,11,Firestorm,firestorm,11,5.06,53.0,98.0,75.52,76.38,87.757981188,form-first-v2.0,85.16964882811683,achieved-run-v2.10-young-wfa-shadow,73,0.0,87.757981188,research run-based carry-forward proxy; no integrated horse-state forecast,7,76.38,0.0,11.47,22.45,33.6,44.66,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,6,1400,"Handicap. Listed. Four-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",listed,5,Immediacy,immediacy,8,5.06,55.5,97.0,81.46,82.26,87.50147487933333,form-first-v2.0,85.0157971765929,achieved-run-v2.10-young-wfa-shadow,74,0.0,87.50147487933333,research run-based carry-forward proxy; no integrated horse-state forecast,7,82.26,0.0,12.24,23.67,34.68,45.6,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,4,1100,"Set Weights plus Penalties. Group 3. Three-Years-Old, Colts and Geldings. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 20. This race carries a $20,000 Nominator Bonus only for qualified horses.",group_3,1,Paradoxium,paradoxium,1,1.0,58.5,88.0,62.99,62.99,87.43944023866668,form-first-v2.0,97.57437669065895,achieved-run-v2.10-young-wfa-shadow,75,0.15,88.95968070646552,research run-based carry-forward proxy; no integrated horse-state forecast,6,62.99,0.0,11.57,22.59,33.39,44.16,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,9,1400,"Set Weights plus Penalties. Group 2. Four-Years-Old and Upwards, Mares. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_2,12,Charisse,charisse,10,4.84,55.0,86.0,82.78,83.53,86.96071071333334,form-first-v2.0,88.30351272761547,achieved-run-v2.10-young-wfa-shadow,76,0.0,86.96071071333334,research run-based carry-forward proxy; no integrated horse-state forecast,7,83.53,0.0,11.88,23.05,34.08,45.55,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,9,1400,"Set Weights plus Penalties. Group 2. Four-Years-Old and Upwards, Mares. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_2,5,Coeur Volante,coeurvolante,11,4.86,55.0,105.0,82.78,83.53,86.91404404666667,form-first-v2.0,88.2568460609488,achieved-run-v2.10-young-wfa-shadow,77,0.0,86.91404404666667,research run-based carry-forward proxy; no integrated horse-state forecast,7,83.53,0.0,11.91,22.94,34.22,45.82,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,10,1700,"Handicap. No age restriction, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",other,8,Suntora,suntora,5,3.15,55.5,97.0,102.24,102.76,86.77538368866666,form-first-v2.0,82.72319652580916,achieved-run-v2.10-young-wfa-shadow,78,0.0,86.77538368866666,research run-based carry-forward proxy; no integrated horse-state forecast,9,102.76,0.0,11.85,22.87,33.74,45.25,False,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,rosehill,10,1200,"Handicap. Three-Years-Old and Upwards, No sex restriction. BenchMark 88. Apprentices can claim. Track name: Main. Track type: Turf. Field limit: 16. BOBS Silver Bonus Available Up To $38500.",benchmark,8,Theblade,theblade,1,2.06,55.5,79.0,69.55,69.55,86.46727047466668,form-first-v2.0,87.27384319514046,achieved-run-v2.10-young-wfa-shadow,79,0.0,86.46727047466668,research run-based carry-forward proxy; no integrated horse-state forecast,6,69.55,0.0,11.36,22.12,33.22,44.53,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,5,2500,"Quality. Group 3. Three-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_3,11,Beach Pad,beachpad,4,3.75,54.0,75.0,155.18,155.77,85.976113214,form-first-v2.0,85.02603780121638,achieved-run-v2.10-young-wfa-shadow,80,0.0,85.976113214,research run-based carry-forward proxy; no integrated horse-state forecast,13,155.77,0.0,12.56,24.21,35.61,46.9,False,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,3,1100,"Set Weights plus Penalties. Group 3. Three-Years-Old, Fillies. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 20. This race carries a $20,000 Nominator Bonus only for qualified horses.",group_3,2,Satono Glow,satonoglow,1,0.46,58.5,80.0,62.86,62.86,85.86651571466666,form-first-v2.0,96.03538782273823,achieved-run-v2.10-young-wfa-shadow,81,0.15,87.3918465308774,research run-based carry-forward proxy; no integrated horse-state forecast,6,62.86,0.0,11.44,21.87,32.45,43.19,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,1,1200,"Handicap. Three-Years-Old and Upwards, No sex restriction. BenchMark 84. Apprentices can claim. Track name: Main. Track type: Turf. Field limit: 20.",benchmark,1,Space Rider,spacerider,2,2.75,60.0,84.0,70.13,70.56,85.82426726333333,form-first-v2.0,85.29371651165263,achieved-run-v2.10-young-wfa-shadow,82,0.0,85.82426726333333,research run-based carry-forward proxy; no integrated horse-state forecast,6,70.56,0.0,11.2,22.08,33.36,45.01,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,5,2500,"Quality. Group 3. Three-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_3,5,Grand Pierro,grandpierro,6,5.65,55.0,88.0,155.18,156.06,85.805735834,form-first-v2.0,84.85566042121638,achieved-run-v2.10-young-wfa-shadow,83,0.0,85.805735834,research run-based carry-forward proxy; no integrated horse-state forecast,13,156.06,0.0,13.0,24.9,36.33,47.79,False,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,6,1400,"Handicap. Listed. Four-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",listed,6,Lim's Saltoro,limssaltoro,9,5.81,55.5,97.0,81.46,82.36,85.75147487933333,form-first-v2.0,83.2657971765929,achieved-run-v2.10-young-wfa-shadow,84,0.0,85.75147487933333,research run-based carry-forward proxy; no integrated horse-state forecast,7,82.36,0.0,12.78,24.38,35.74,46.88,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,10,1700,"Handicap. No age restriction, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",other,15,Ziryab,ziryab,2,2.0,54.0,83.0,102.24,102.58,85.67261642533333,form-first-v2.0,81.62042926247582,achieved-run-v2.10-young-wfa-shadow,85,0.0,85.67261642533333,research run-based carry-forward proxy; no integrated horse-state forecast,9,102.58,0.0,12.01,23.21,34.33,45.86,False,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,rosehill,4,1800,"Handicap. Three-Years-Old and Upwards, No sex restriction. BenchMark 88. Apprentices can claim. Track name: Main. Track type: Turf. Field limit: 14. BOBS&BOBS Extra Bonus available: $22,500.",benchmark,4,Medatsu,medatsu,3,2.84,57.5,83.0,108.15,108.63,85.52379559533333,form-first-v2.0,86.93450576598701,achieved-run-v2.10-young-wfa-shadow,86,0.0,85.52379559533333,research run-based carry-forward proxy; no integrated horse-state forecast,9,108.63,0.0,12.24,23.76,35.0,46.93,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,10,1700,"Handicap. No age restriction, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",other,6,Ambassadorial,ambassadorial,8,5.61,57.0,96.0,102.24,103.15,85.36731761866666,form-first-v2.0,81.31513045580915,achieved-run-v2.10-young-wfa-shadow,87,0.0,85.36731761866666,research run-based carry-forward proxy; no integrated horse-state forecast,9,103.15,0.0,12.08,23.32,34.33,45.85,False,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,rosehill,10,1200,"Handicap. Three-Years-Old and Upwards, No sex restriction. BenchMark 88. Apprentices can claim. Track name: Main. Track type: Turf. Field limit: 16. BOBS Silver Bonus Available Up To $38500.",benchmark,6,Eagle Express,eagleexpress,2,2.06,57.0,86.0,69.55,69.9,84.28087107133334,form-first-v2.0,80.96744379180711,achieved-run-v2.10-young-wfa-shadow,88,0.0,84.28087107133334,research run-based carry-forward proxy; no integrated horse-state forecast,6,69.9,0.0,11.49,22.24,33.46,44.82,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,5,2500,"Quality. Group 3. Three-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_3,1,Taramansour,taramansour,9,14.15,59.0,96.0,155.18,157.56,83.999226314,form-first-v2.0,83.04915090121638,achieved-run-v2.10-young-wfa-shadow,89,0.0,83.999226314,research run-based carry-forward proxy; no integrated horse-state forecast,13,157.56,0.0,13.48,25.8,37.92,49.75,False,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,4,1100,"Set Weights plus Penalties. Group 3. Three-Years-Old, Colts and Geldings. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 20. This race carries a $20,000 Nominator Bonus only for qualified horses.",group_3,3,Big Sky,bigsky,3,1.3,58.5,82.0,62.99,63.18,83.75610690533334,form-first-v2.0,92.47437669065894,achieved-run-v2.10-young-wfa-shadow,90,0.0,83.75610690533334,research run-based carry-forward proxy; no integrated horse-state forecast,6,63.18,0.0,11.72,22.69,33.54,44.34,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,rosehill,8,1200,"Set Weights plus Penalties. Group 2. Three-Years-Old, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_2,6,Revengeance,revengeance,6,2.46,57.0,80.0,69.4,69.82,83.64636476266666,form-first-v2.0,93.44820650090148,achieved-run-v2.10-young-wfa-shadow,91,0.0,83.64636476266666,research run-based carry-forward proxy; no integrated horse-state forecast,6,69.82,0.0,11.33,21.91,33.58,45.23,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,1,1200,"Handicap. Three-Years-Old and Upwards, No sex restriction. BenchMark 84. Apprentices can claim. Track name: Main. Track type: Turf. Field limit: 20.",benchmark,6,Jett Smash,jettsmash,1,2.75,55.5,75.0,70.13,70.13,83.23679880666666,form-first-v2.0,88.20624805498596,achieved-run-v2.10-young-wfa-shadow,92,0.0,83.23679880666666,research run-based carry-forward proxy; no integrated horse-state forecast,6,70.13,0.0,10.95,21.54,32.74,44.39,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,rosehill,8,1200,"Set Weights plus Penalties. Group 2. Three-Years-Old, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_2,2,Tron Bolt,tronbolt,7,3.87,58.5,99.0,69.4,70.06,83.19329869266666,form-first-v2.0,89.68820650090149,achieved-run-v2.10-young-wfa-shadow,93,0.0,83.19329869266666,research run-based carry-forward proxy; no integrated horse-state forecast,6,70.06,0.0,11.07,21.59,33.07,44.53,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,rosehill,5,1500,"Handicap. Three-Years-Old and Upwards, No sex restriction. BenchMark 78. Apprentices can claim. Track name: Main. Track type: Turf. Field limit: 16. BOBS Silver Bonus Available Up To $38500.",benchmark,1,Jamberoo,jamberoo,9,2.3,62.0,82.0,88.86,89.26,82.91126405199999,form-first-v2.0,84.40517878510799,achieved-run-v2.10-young-wfa-shadow,94,0.0,82.91126405199999,research run-based carry-forward proxy; no integrated horse-state forecast,8,89.26,0.0,12.05,23.33,34.72,46.59,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,rosehill,10,1200,"Handicap. Three-Years-Old and Upwards, No sex restriction. BenchMark 88. Apprentices can claim. Track name: Main. Track type: Turf. Field limit: 16. BOBS Silver Bonus Available Up To $38500.",benchmark,5,Sovereign Hill,sovereignhill,5,3.13,57.5,83.0,69.55,70.09,82.52984904800002,form-first-v2.0,79.2164217684738,achieved-run-v2.10-young-wfa-shadow,95,0.0,82.52984904800002,research run-based carry-forward proxy; no integrated horse-state forecast,6,70.09,0.0,11.66,22.37,33.49,44.83,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,6,1400,"Handicap. Listed. Four-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",listed,13,Russian Meteor,russianmeteor,10,5.87,54.0,73.0,81.46,82.36,82.30454094933333,form-first-v2.0,79.8188632465929,achieved-run-v2.10-young-wfa-shadow,96,0.0,82.30454094933333,research run-based carry-forward proxy; no integrated horse-state forecast,7,82.36,0.0,12.39,23.86,34.93,45.92,True,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,5,2500,"Quality. Group 3. Three-Years-Old and Upwards, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",group_3,10,Suffolk Star,suffolkstar,7,6.9,54.0,78.0,155.18,156.25,82.038613214,form-first-v2.0,81.08853780121638,achieved-run-v2.10-young-wfa-shadow,97,0.0,82.038613214,research run-based carry-forward proxy; no integrated horse-state forecast,13,156.25,0.0,12.54,24.33,35.97,47.31,False,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,10,1700,"Handicap. No age restriction, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",other,11,Autumn Mystery,autumnmystery,6,3.9,54.0,88.0,102.24,102.89,82.03094975866667,form-first-v2.0,77.97876259580916,achieved-run-v2.10-young-wfa-shadow,98,0.0,82.03094975866667,research run-based carry-forward proxy; no integrated horse-state forecast,9,102.89,0.0,11.85,22.83,33.71,45.24,False,True,False,2026-09-14T03:48:46.432498+00:00
2026-09-12,flemington,10,1700,"Handicap. No age restriction, No sex restriction. No class restriction. Apprentices cannot claim. Track name: Main. Track type: Turf. Field limit: 16.",other,16,Blonde Star,blondestar,4,2.85,53.0,90.0,102.24,102.73,81.83882713866666,form-first-v2.0,77.78663997580915,achieved-run-v2.10-young-wfa-shadow,99,0.0,81.83882713866666,research run-based carry-forward proxy; no integrated horse-state forecast,9,102.73,0.0,11.65,22.78,33.83,45.38,False,True,False,2026-09-14T03:48:46.432498+00:00
